NAME,CAS-RN,DATE
Ambrisentan,177036-94-1,2007.455
Human C1-esterase inhibitor,,2008.918
Doxercalciferol,54573-75-0,2001.737
Oxymetholone,434-07-1,1971.0
Armodafinil,112111-43-0,2009.4
Etravirine,269055-15-4,2008.049
Calfactant,183325-78-2,2002.099
Cangrelor,163706-06-7,2015.518
Lonafarnib,193275-84-2,2020.888
Prucalopride,179474-81-8,2012.033
Astaxanthin,472-61-7,2012.582
Pazopanib,444731-52-6,2009.8
Ceftaroline fosamil,229016-73-3,2010.827
Agomelatine,138112-76-2,2020.959
Midostaurin,120685-11-2,2017.323
Reslizumab,241473-69-8,2016.298
Panobinostat,404950-80-7,2015.148
Apixaban,503612-47-3,2012.087
Teplizumab,876387-05-2,2022.879
Catumaxomab,509077-98-9,2020.959
Tafenoquine,106635-80-7,2018.636
Mepolizumab,196078-29-2,2015.844
Peramivir,330600-85-6,2014.97
Bosutinib,380843-75-4,2012.678
Axitinib,319460-85-0,2012.074
Isavuconazonium,742049-41-8,2015.178
Dalfampridine,504-24-5,2010.164
Denosumab,615258-40-7,2010.427
Ofatumumab,679818-59-8,2009.819
Safinamide,133865-89-1,2017.351
Liraglutide,204656-20-2,2010.068
Pasireotide,396091-73-9,2012.954
Golimumab,476181-74-5,2009.315
Belatacept,706808-37-9,2011.455
Vilazodone,163521-12-8,2011.296
Sipuleucel-T,917381-47-6,2010.326
Ethanolamine oleate,2272-11-9,1993.0
Nitrous oxide,10024-97-2,1912.0
Mepyramine,91-84-9,1960.0
Aprotinin,9087-70-1,1982.0
Xylometazoline,526-36-3,1961.0
Dabigatran etexilate,211915-06-9,2008.505
Artemether,71963-77-4,2009.266
Betahistine,5638-76-6,1969.0
Degarelix,214766-78-6,2009.167
Desvenlafaxine,93413-62-8,2008.333
Dexmethylphenidate,40431-64-9,2001.915
Fesoterodine,286930-02-7,2008.833
Gadobutrol,770691-21-9,2004.082
Iobenguane,80663-95-2,1994.23
Gadofosveset trisodium,193901-90-5,2007.636
Isometheptene,503-01-5,2005.003
Levonordefrin,829-74-3,1978.0
Lumefantrine,82186-77-4,2009.266
Methacholine,55-92-5,1999.249
Methyltestosterone,58-18-4,1973.923
Naphazoline,835-31-4,1970.0
Norelgestromin,53016-31-2,2001.888
Propylhexedrine,101-40-6,2014.718
Potassium Iodide,7681-11-0,1931.0
Fospropofol,258516-89-1,2008.948
Fosaprepitant,172673-20-0,2008.068
Buserelin,57982-77-1,1989.0
Velaglucerase alfa,884604-91-5,2010.156
Aluminum hydroxide,21645-51-2,1964.0
Calcium carbonate,471-34-1,1880.003
Gestodene,60282-87-3,2018.893
Aceclofenac,89796-99-6,2011.362
Chymopapain,9001-09-6,1997.0
Danaparoid,308068-55-5,1996.0
Beta carotene,7235-40-7,1966.0
Betaine,107-43-7,1964.0
Manganese cation,16397-91-4,1966.0
Sacrosidase,85897-35-4,1998.271
Beractant,108778-82-1,1991.499
Tetryzoline,84-22-0,1961.0
Alcaftadine,147084-10-4,2010.622
Ammonium chloride,12125-02-9,1952.0
Ammonium lactate,515-98-0,2002.123
Bendamustine,16506-27-7,2008.249
Benzyl alcohol,100-51-6,1962.0
Besifloxacin,141388-76-3,2009.405
Cabazitaxel,183133-96-2,2010.46
Capsaicin,404-86-4,1992.0
Carglumic acid,1188-38-1,2010.211
Chenodeoxycholic acid,474-25-9,2009.751
Cupric sulfate,7758-98-7,1931.0
Dalteparin,9005-49-6,1994.975
Difluprednate,23674-86-4,2008.669
Dimercaprol,59-52-9,1996.0
Prussian blue,14038-43-8,2010.227
Gallium citrate Ga-67,41183-64-6,1976.377
Ganirelix,124904-93-4,1999.575
Halcinonide,3093-35-4,1973.0
Histrelin,76712-82-8,2004.836
Hydroxyprogesterone caproate,630-56-8,2011.093
Lanreotide,108736-35-2,2007.145
Lanthanum carbonate,587-26-8,2004.82
Lodoxamide,53882-12-5,1993.0
Mafenide,138-39-6,1996.183
Mangafodipir,155319-91-8,2000.708
Methenamine,100-97-0,1952.0
Methylnaltrexone,916055-93-1,2008.314
Nepafenac,78281-72-8,2005.682
Nonoxynol-9,26027-38-3,1983.249
Plerixafor,110078-46-1,2008.956
Polidocanol,9002-92-0,2010.416
Povidone-iodine,25655-41-8,1965.0
Pralatrexate,146464-95-1,2009.732
Pyrithione,1121-31-9,1967.0
Pyrvinium,7187-62-4,1995.0
Raltegravir,518048-05-0,2007.781
Phenylbutyric acid,1821-12-1,1996.331
Sulconazole,61318-90-9,1989.162
Tinzaparin,9041-08-1,1995.0
Tiopronin,1953-02-2,1988.612
Triethylenetetramine,112-24-3,1985.855
Triptorelin,57773-63-4,2000.456
Unoprostone,120373-36-6,2002.403
Chloramphenicol succinate,3544-94-3,1959.14
Ferulic acid,1135-24-6,2024.087
Flavone,525-82-6,2000.251
Myristic acid,544-63-8,2018.918
Parecoxib,198470-84-7,2013.249
Triclosan,3380-34-5,1971.0
Salicylamide,65-45-2,1987.055
Antazoline,91-75-8,1970.0
Nandrolone decanoate,360-70-3,1974.0
Dichloroacetic acid,79-43-6,1990.0
Nadroparin,,1998.099
Lurasidone,367514-87-2,2010.825
Ticagrelor,274693-27-5,2011.416
Hyaluronic acid,9004-61-9,2002.932
Tafluprost,209860-87-7,2012.112
Ivacaftor,873054-44-5,2012.085
Azilsartan medoxomil,863031-21-4,2011.153
Spinosad,168316-95-8,2011.068
Ioflupane I-123,155798-07-5,2011.164
Deferiprone,30652-11-0,2011.901
Lomitapide,182431-12-5,2013.008
Vismodegib,879085-55-9,2012.082
Tauroursodeoxycholic acid,14605-22-2,2022.575
Acetylcarnitine,3040-38-8,2022.852
Hydroxyproline,51-35-4,2010.244
Pitavastatin,147511-69-1,2010.37
Cholecystokinin,9011-97-6,1991.0
Rilpivirine,500287-72-9,2011.384
Crizotinib,877399-52-5,2011.652
Ulipristal,159811-51-5,2010.616
Fingolimod,162359-55-9,2010.723
Tesamorelin,218949-48-5,2010.959
Brentuximab vedotin,914088-09-8,2011.649
Eribulin,253128-41-5,2010.874
Gabapentin enacarbil,478296-72-9,2011.266
Boceprevir,394730-60-0,2011.364
Fidaxomicin,873857-62-6,2011.403
Cabozantinib,849217-68-1,2012.913
Taliglucerase alfa,37228-64-1,2012.333
Ruxolitinib,941678-49-5,2011.877
Belimumab,356547-88-1,2011.189
Teriflunomide,163451-81-8,2013.332
Vemurafenib,918504-65-1,2011.627
Linagliptin,668270-12-0,2011.353
Perampanel,380917-97-5,2012.809
Gadoxetic acid,135326-11-3,2008.505
Aflibercept,862111-32-8,2011.89
Asparaginase Erwinia chrysanthemi,1349719-22-7,2009.499
Icosapent ethyl,86227-47-6,2012.751
Ocriplasmin,1048016-09-6,2012.833
Carfilzomib,868540-17-4,2012.552
Linaclotide,851199-59-2,2012.664
Mirabegron,223673-61-8,2012.492
Peginesatide,913976-27-9,2012.311
Tofacitinib,477600-75-2,2012.855
Regorafenib,755037-03-7,2012.74
Aclidinium,727649-81-2,2012.56
Glucarpidase,9074-87-7,2012.251
Enzalutamide,915087-33-1,2012.667
Teduglutide,197922-42-2,2012.973
Ponatinib,943319-70-8,2012.954
Raxibacumab,565451-13-0,2012.954
Bedaquiline,843663-66-1,2012.992
Certolizumab pegol,428863-50-7,2008.303
Formestane,566-48-3,1995.0
Fluticasone furoate,397864-44-7,2007.37
Canagliflozin,842133-18-0,2013.241
Dimethyl fumarate,624-49-7,2013.236
Glycerol phenylbutyrate,611168-24-2,2013.162
Pomalidomide,19171-19-8,2013.134
Trametinib,871700-17-3,2013.46
Dabrafenib,1195765-45-7,2013.441
Radium Ra 223 dichloride,444811-40-9,2013.384
Afatinib,850140-72-6,2013.529
Ferric carboxymaltose,9007-72-1,2013.614
Levomilnacipran,96847-54-0,2013.564
(4R)-limonene,5989-27-5,2023.041
Dolutegravir,1051375-16-6,2013.616
Riociguat,625115-55-1,2013.734
Macitentan,441798-33-0,2013.844
Luliconazole,187164-19-8,2013.871
Sofosbuvir,1190307-88-0,2013.932
Obinutuzumab,949142-50-1,2013.836
Chlorcyclizine,82-93-9,2009.436
Magaldrate,74978-16-8,1994.0
Isoxsuprine,395-28-8,1996.003
Iopanoic acid,96-83-3,1953.0
Iopamidol,60166-93-0,1986.0
Inositol nicotinate,6556-11-2,1997.907
Hexetidine,141-94-6,1993.0
Fursultiamine,804-30-8,2018.888
Flubendazole,31430-15-6,2018.874
Floctafenine,23779-99-9,1986.0
Ethoheptazine,77-15-6,1996.0
Diosmin,520-27-4,2012.254
Cloperastine,3703-76-2,2018.893
Articaine,23964-58-1,1982.0
Carbazochrome,69-81-8,2018.888
Bromhexine,3572-43-8,2016.251
Bisacodyl,603-50-9,1907.288
Aliskiren,173334-57-1,2007.175
Ledipasvir,1256388-51-8,2014.775
Secukinumab,1229022-83-6,2015.058
Vorapaxar,618385-01-6,2014.351
Miltefosine,58066-85-6,2014.718
Vedolizumab,943609-66-3,2014.384
Suvorexant,1030377-33-3,2014.66
Nivolumab,946414-94-4,2014.975
Siltuximab,541502-14-1,2014.249
Pembrolizumab,1374853-91-4,2014.677
Empagliflozin,864070-44-0,2014.584
Eliglustat,491833-29-5,2014.674
Efinaconazole,164650-44-6,2014.43
Tavaborole,174671-46-6,2014.515
Tedizolid phosphate,856867-55-5,2014.468
Albiglutide,782500-75-8,2014.288
Dulaglutide,923950-08-7,2014.715
Metreleptin,186018-45-1,2014.389
Netupitant,290297-26-6,2014.784
Naloxegol,854601-70-0,2015.178
Ceftolozane,689293-68-3,2014.967
Elosulfase alfa,9025-60-9,2014.123
Blinatumomab,853426-35-4,2014.964
Ibrutinib,936563-96-1,2013.868
Idelalisib,870281-82-6,2014.559
Anthrax immune globulin human,,2015.762
Atosiban,90779-69-4,2016.689
Avibactam,1192500-31-4,2014.986
Cannabidiol,13956-29-1,2005.474
Ceritinib,1032900-25-6,2014.326
Cobicistat,1004316-88-4,2012.656
Corifollitropin alfa,195962-23-3,2016.689
Corticorelin ovine triflutate,121249-14-7,1997.86
Vortioxetine,508233-74-7,2013.753
Tibolone,5630-53-5,2020.577
Tasimelteon,609799-22-6,2014.258
Sodium oxybate,502-85-2,2002.542
Palbociclib,571190-30-2,2015.093
Olaparib,763113-22-0,2014.981
Edoxaban,480449-70-5,2015.033
Umeclidinium,869185-19-3,2014.085
Dinutuximab,1363687-32-4,2015.189
Lenvatinib,417716-92-8,2015.121
Nintedanib,656247-17-5,2014.789
Olodaterol,868049-49-4,2014.584
Idebenone,58186-27-9,2008.79
Vilanterol,503068-34-6,2013.652
Ivabradine,155974-00-8,2015.301
Benzydamine,642-72-8,1994.0
Tetracaine,94-24-6,1938.0
Eugenol,97-53-0,1963.003
Potassium alum,10043-67-1,1978.0
Amylocaine,644-26-8,1946.0
Trimebutine,39133-31-8,1984.0
Pinaverium,59995-65-2,1994.0
Tixocortol,61951-99-3,1992.0
Xanthinol,2530-97-4,1993.0
Chlortetracycline,57-62-5,1953.0
Podophyllin,9000-55-9,1964.0
Difluocortolone,2607-06-9,1984.0
Benzoyl peroxide,94-36-0,1966.0
Quinagolide,87056-78-8,2004.995
Somatrem,82030-87-3,1987.0
Somatostatin,38916-34-6,1997.71
"Thyroid, porcine",,1952.0
Elvitegravir,697761-98-1,2012.656
Daclatasvir,1009119-64-5,2014.899
Ancestim,163545-26-4,1999.721
Magnesium hydroxide,1309-42-8,1952.0
Asfotase alfa,1174277-80-5,2015.803
Hydroxyethyl Starch,9005-27-0,1991.258
Methoxy polyethylene glycol-epoetin beta,677324-53-7,2014.814
Simoctocog alfa,1219013-68-9,2015.975
Turoctocog alfa,1192451-26-5,2016.689
Coenzyme M,3375-50-6,1988.997
Pentastarch,9005-27-0,1993.074
Nitrous acid,7782-77-6,2011.038
Poractant alfa,129069-19-8,1999.882
Colfosceril palmitate,63-89-8,1992.0
Diiodohydroxyquinoline,83-73-8,1964.0
Calcium carbimide,156-62-7,1960.0
Paraldehyde,123-63-7,1992.0
Stiripentol,49763-96-4,2013.332
Eslicarbazepine acetate,236395-14-5,2014.266
Zucapsaicin,25775-90-0,2011.647
Aurothioglucose,12192-57-3,1941.0
Peginterferon beta-1a,1211327-92-2,2014.622
Dienogest,65928-58-7,2010.345
Medrogestone,977-79-7,1970.0
Potassium citrate,866-84-2,1966.0
Chorionic Gonadotropin (Human),9002-61-3,1952.0
Brexpiprazole,913611-97-9,2015.523
Chromic chloride,10025-73-7,1983.0
Copper,7440-50-8,1966.0
Cupric Chloride,7447-39-4,1984.0
Gadoteric acid,72573-82-1,2013.216
Iothalamic acid,2276-90-6,1952.0
Ioversol,87771-40-2,1991.0
Ioxilan,107793-72-6,2002.211
Isosulfan blue,748080-29-7,1984.0
Technetium Tc-99m medronate,121524-79-6,1979.66
Oxygen,7782-44-7,1912.0
Protamine sulfate,9009-65-8,1990.0
Sincalide,25126-32-3,1976.555
Sonidegib,956697-53-3,2015.562
Uridine triacetate,4105-38-8,2015.688
Water,7732-18-5,1900.003
Iron sucrose,8047-67-4,1996.918
Ferric pyrophosphate,10058-44-3,2013.636
Florbetaben F-18,902143-01-5,2014.216
Florbetapir F-18,956103-76-7,2012.418
Flutemetamol (18F),765922-62-1,2014.003
Nitrogen,7727-37-9,1912.0
Sodium chloride,7647-14-5,1931.0
Sodium citrate,68-04-2,1960.0
Helium,7440-59-7,1912.0
Iopromide,73334-07-3,1995.0
Carbon dioxide,124-38-9,1912.0
Trypan blue free acid,2538-83-2,2004.959
Technetium Tc-99m sestamibi,109581-73-9,2009.499
Technetium Tc-99m exametazime,99944-78-2,1988.997
Technetium Tc-99m disofenin,,1982.205
Technetium Tc-99m pyrophosphate,52997-54-3,1987.496
Dasabuvir,1132935-63-7,2014.967
Viloxazine,46817-91-8,2021.252
Pegloticase,885051-90-1,2010.704
Polaprezinc,107667-60-7,2019.548
Fibrinogen human,9001-32-5,1998.332
Conestat alfa,80295-38-1,2014.726
Levamlodipine,103129-82-4,2020.669
Methylene blue,61-73-4,1931.0
Dextran,9004-54-0,1956.0
Tegafur,17902-23-7,2016.689
Gimeracil,103766-25-2,2016.689
Patiromer,1260643-52-4,2015.811
Idarucizumab,1362509-93-0,2015.805
Lixisenatide,320367-13-3,2016.571
Technetium Tc-99m tilmanocept,1262984-82-6,2013.197
Strontium ranelate,135459-87-9,2016.686
Picosulfuric acid,10040-34-3,2004.902
Phenylacetic acid,103-82-2,2005.088
Ubidecarenone,303-98-0,1988.0
Eluxadoline,864821-90-9,2015.751
Artesunate,88495-63-0,2020.945
Bismuth subcitrate potassium,880149-29-1,2007.332
Sodium aurothiomalate,12244-57-4,1936.0
Activated charcoal,64365-11-3,1983.751
Lumacaftor,936727-05-8,2015.501
Magnesium trisilicate,14987-04-3,1967.0
Polyethylene glycol,25322-68-3,1983.0
Rolapitant,552292-08-7,2015.767
Sacubitril,149709-62-6,2015.515
Iodide I-131,14914-30-8,1957.452
Ombitasvir,1258226-87-7,2014.967
Paritaprevir,1216941-48-8,2014.967
Tenofovir alafenamide,379270-37-8,2015.847
Butylscopolamine,7182-53-8,1977.0
Chondroitin sulfate,24967-93-9,2010.299
Alirocumab,1245916-14-6,2015.562
Evolocumab,1256937-27-5,2015.666
Catridecacog,606138-08-3,2013.082
Antilymphocyte immunoglobulin (horse),,1981.879
Ioxaglic acid,59017-64-0,1984.0
Technetium Tc-99m pertechnetate,23288-61-1,1975.836
Xenon-133,14932-42-4,1974.775
"Synthetic Conjugated Estrogens, A",,1999.362
"Synthetic Conjugated Estrogens, B",746658-13-9,2006.312
Carindacillin,35531-88-5,1972.82
Procaine benzylpenicillin,54-35-3,1948.32
Zinc oxide,1314-13-2,1936.0
Zinc sulfate,7733-02-0,1931.0
Sulbactam,68373-14-8,1991.893
Sodium fluoride,7681-49-4,1954.0
Ammonia N-13,34819-78-8,2007.644
"Antihemophilic factor (recombinant), PEGylated",1628187-15-4,2018.178
Osimertinib,1421373-65-0,2015.868
Daratumumab,945721-28-8,2015.877
Iopodic acid,5587-89-3,1970.0
Alatrofloxacin,146961-76-4,1998.978
Medical air,132259-10-0,1912.0
"Dextrose, unspecified form",,1952.0
Tipiracil,183204-74-2,2015.726
Pramocaine,140-65-8,1977.003
Gastric intrinsic factor,,2007.356
Piperonyl butoxide,51-03-6,1990.0
Hydroxyamphetamine,103-86-6,1992.082
Octasulfur,10544-50-0,1946.77
Sulfabenzamide,127-71-9,1983.589
Dexpanthenol,81-13-0,1952.0
Tannic acid,1401-55-4,1952.0
Indocyanine green acid form,28782-33-4,1981.551
Chymotrypsin,9004-07-3,1989.0
Sutilain,12211-28-8,1988.0
Sodium chromate Cr-51,10039-53-9,1971.989
Esterified estrogens,,1975.0
Cyanocobalamin Co-57,13115-03-2,1970.937
Norgestrel,6533-00-2,1969.0
Amino acids,65072-01-7,2010.701
Phosphoric acid,7664-38-2,1971.732
Sodium acetate,127-09-3,1959.0
Technetium Tc-99m sulfur colloid,,1978.299
Fluoride ion F-18,67862-54-8,2009.836
Selenomethionine Se-75,1187-56-0,2009.416
Isosorbide,652-67-5,2006.737
Magnesium chloride,7786-30-3,1959.0
Magnesium acetate tetrahydrate,16674-78-5,1979.088
Monopotassium phosphate,7778-77-0,1965.0
Dipotassium phosphate,7758-11-4,1975.0
Potassium perchlorate,7778-74-7,1990.0
Xylose,58-86-6,1989.0
Iodide I-123,69239-56-1,2003.005
Protirelin,24305-27-9,1977.0
Soybean oil,8001-22-7,1974.0
Indium In-111 pentetate,135998-32-2,1982.134
Albumin iodinated I-125 serum,,1990.416
Albumin iodinated I-131 serum,,1993.584
Safflower oil,8001-23-8,1974.0
Technetium Tc-99m albumin colloid,,1976.883
"Sodium phosphate, monobasic",7558-80-7,1970.0
L-tartaric acid,87-69-4,1952.0
Sodium carbonate,497-19-8,1931.0
Glycerin,56-81-5,1952.0
Sodium sulfate,7757-82-6,1974.0
Indium In-111 oxyquinoline,65389-08-4,1985.918
Enalaprilat,76420-72-9,1993.0
Rubidium Rb-82,,1989.997
Magnesium carbonate,546-93-0,1977.0
Potassium lactate,996-31-6,1986.351
Sodium fluorophosphate,10163-15-2,1985.0
Iotrolan,79770-24-4,1996.855
Acrivastine,87848-99-5,2008.404
Indium In-111 chloride,50800-85-6,1992.995
Technetium Tc-99m red blood cells,,1991.441
Cetyl alcohol,36653-82-4,2016.366
Avobenzone,70356-09-1,1991.0
Octinoxate,5466-77-3,1971.0
Strontium chloride Sr-89,38270-90-5,1993.463
Thiosulfuric acid,13686-28-7,1975.0
Ferric ammonium citrate,1185-57-5,1979.0
Fludeoxyglucose (18F),63503-12-8,2005.633
Ferumoxsil,171544-35-7,2010.559
Urea C-13,58069-82-2,2001.356
Talc,14807-96-6,1971.0
Simethicone,8050-81-5,1964.0
Urea C-14,594-05-8,1997.353
Mequinol,150-76-5,2003.003
Sodium ferric gluconate complex,34089-81-1,1999.134
Hydroquinone,123-31-9,1961.0
Secretin porcine,17034-35-4,2002.751
Secretin human,108153-74-8,1991.0
Ecamsule,92761-26-7,1996.0
Octocrylene,6197-30-4,1989.003
Titanium dioxide,13463-67-7,1988.227
Iodine povacrylex,845736-10-9,2006.745
Omega-3-acid ethyl esters,308081-97-2,2007.047
Methyl salicylate,119-36-8,1950.101
Iobenguane sulfate I-123,80663-95-2,2012.393
Thonzonium,25466-36-8,2007.348
Dexchlorpheniramine maleate,2438-32-6,1959.0
Necitumumab,906805-06-9,2015.899
Sodium glycerophosphate,1334-74-3,1997.633
Choline C-11,94793-58-5,2012.699
Insulin degludec,844439-96-9,2015.734
Olive oil,8001-25-0,1956.0
Omega-3-carboxylic acids,,2015.416
Ixazomib,1072833-77-2,2015.888
Levmetamfetamine,33817-09-3,1995.162
Clostridium tetani,,1967.784
Corynebacterium diphtheriae,,1967.784
"Meningococcal (groups A, C, Y and W-135) oligosaccharide diphtheria CRM197 conjugate vaccine",,2010.575
"Rabies virus inactivated antigen, B",,1980.44
Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,,1989.0
Rotavirus vaccine,,2006.093
"Rabies virus inactivated antigen, A",,1997.863
Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,,2014.847
Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen,,2014.847
Streptococcus pneumoniae type 4 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 6B capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 9V capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 14 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 18C capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 19F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 23F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2000.167
Streptococcus pneumoniae type 1 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2010.195
Streptococcus pneumoniae type 3 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,1997.674
Streptococcus pneumoniae type 5 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2010.195
Streptococcus pneumoniae type 6A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2010.164
Streptococcus pneumoniae type 7F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2010.195
Streptococcus pneumoniae type 19A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,,2010.195
Human papillomavirus type 6 L1 capsid protein antigen,,2006.436
Human papillomavirus type 11 L1 capsid protein antigen,,2006.436
Human papillomavirus type 16 L1 capsid protein antigen,,2006.436
Human papillomavirus type 18 L1 capsid protein antigen,,2006.436
Human papillomavirus type 31 L1 capsid protein antigen,,2014.942
Human papillomavirus type 33 L1 capsid protein antigen,,2014.942
Human papillomavirus type 45 L1 capsid protein antigen,,2014.942
Human papillomavirus type 52 L1 capsid protein antigen,,2014.942
Human papillomavirus type 58 L1 capsid protein antigen,,2014.942
Measles virus vaccine live attenuated,,1971.304
Mumps virus strain B level jeryl lynn live antigen,,1970.0
Rubella virus vaccine,,1971.304
Varicella zoster vaccine (live/attenuated),,1995.208
Streptococcus pneumoniae type 1 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 2 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 3 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 4 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 5 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 6b capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 7f capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 8 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 9n capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 9v capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 10a capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 11a capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 12f capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 14 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 15b capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 17f capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 18c capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 19f capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 19a capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 20 capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 22f capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 23f capsular polysaccharide antigen,,1979.0
Streptococcus pneumoniae type 33f capsular polysaccharide antigen,,1979.0
Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen,,1989.97
Bacillus calmette-guerin substrain tice live antigen,,1989.471
Ginger,,1951.0
House dust,,1941.299
Acacia longifolia pollen,,1941.299
Fraxinus americana pollen,,1941.299
Paspalum notatum pollen,,1941.299
Fagus grandifolia pollen,,1941.299
Cynodon dactylon pollen,,1941.299
Betula lenta pollen,,1965.003
Poa annua pollen,,1965.003
Acer negundo pollen,,1941.299
Bromus inermis pollen,,1941.299
Xanthium strumarium pollen,,1941.299
Zea mays pollen,,1941.299
Rumex acetosella pollen,,1941.299
Rumex crispus pollen,,1941.299
Ulmus americana pollen,,1941.299
Ulmus pumila pollen,,1965.003
Corylus americana pollen,,1965.003
Carya ovata pollen,,1941.299
Sorghum halepense pollen,,1941.299
Poa pratensis pollen,,1941.299
Chenopodium album pollen,,1941.299
Acer saccharum pollen,,1941.299
Festuca pratensis pollen,,1968.708
Prosopis juliflora pollen,,1941.299
Artemisia vulgaris pollen,,1941.299
Morus rubra pollen,,1941.299
Quercus agrifolia pollen,,1965.003
Quercus virginiana pollen,,1941.299
Quercus alba pollen,,1941.299
Avena sativa pollen,,1941.299
Olea europaea pollen,,1941.299
Dactylis glomerata pollen,,1941.299
Carya illinoinensis pollen,,1941.299
Amaranthus retroflexus pollen,,1941.299
Plantago lanceolata pollen,,1941.299
Populus alba pollen,,1965.003
Ambrosia acanthicarpa pollen,,1965.003
Ambrosia artemisiifolia pollen,,1941.299
Ambrosia trifida pollen,,1941.299
Ambrosia psilostachya pollen,,1941.299
Salsola kali pollen,,1941.299
Lolium perenne pollen,,1968.708
Artemisia tridentata pollen,,1965.003
Atriplex wrightii pollen,,1965.003
Platanus occidentalis pollen,,1941.299
Platanus racemosa pollen,,1972.661
Phleum pratense pollen,,1941.299
Holcus lanatus pollen,,1965.003
Juglans nigra pollen,,1941.299
Juglans californica pollen,,1972.661
Salix nigra pollen,,1941.299
Felis catus skin,,1992.732
Dermatophagoides farinae,,1986.833
Dermatophagoides pteronyssinus,,1986.833
Agrostis gigantea pollen,,1941.299
Anthoxanthum odoratum pollen,,1941.299
Bos taurus skin,,1965.003
Cotton seed,,1965.003
Canis lupus familiaris skin,,1965.003
Equus caballus skin,,1965.003
Ceiba pentandra fiber,,1965.003
Mus musculus skin,,1965.003
Orris,,1965.003
Rabbit,,1965.003
Cavia porcellus skin,,1965.003
Periplaneta americana,,1941.299
Blatella germanica,,1941.299
Solenopsis invicta,,1941.299
Gallus gallus feather,,1941.299
Anas platyrhynchos feather,,1941.299
Anser anser feather,,1941.299
Alternaria alternata,,1941.299
Aspergillus fumigatus,,1941.299
Aspergillus niger var. niger,,1941.299
Aureobasidium pullulans var. pullutans,,1941.299
Botrytis cinerea,,1941.299
Candida albicans,,1941.299
Chaetomium globosum,,1965.003
Cladosporium cladosporioides,,1941.299
Cladosporium sphaerospermum,,1965.003
Cochliobolus sativus,,1965.003
Epicoccum nigrum,,1941.299
Fusarium oxysporum vasinfectum,,1941.299
Helminthosporium solani,,1965.003
Mucor plumbeus,,1965.003
Neurospora intermedia,,1965.003
Penicillium chrysogenum var. chrysogenum,,1941.299
Phoma exigua var. exigua,,1941.299
Rhizopus arrhizus var. arrhizus,,1965.003
Rhodotorula rubra,,1965.003
Ustilago maydis,,1965.003
Ustilago tritici,,1965.003
Stemphylium solani,,1965.003
Trichophyton mentagrophytes,,1941.299
Saccharomyces cerevisiae,68876-77-7,1965.003
Aspergillus oryzae,,1965.003
Aspergillus repens,,1965.003
Aspergillus terreus,,1941.299
Acacia,9000-01-5,1965.003
Ailanthus altissima pollen,,1941.299
Alnus incana subsp. rugosa pollen,,1965.003
Medicago sativa pollen,,1965.003
Fraxinus velutina pollen,,1965.003
Populus tremuloides pollen,,1965.003
Morella cerifera pollen,,1965.003
Betula nigra pollen,,1941.299
Amaranthus palmeri pollen,,1941.299
