PMID,PUB_YEAR,PUB_MONTH
11777455,2002,1
11777457,2002,1
11777458,2002,1
11777474,2002,1
11777749,2002,1
11777928,2002,3
11778105,2001,9
11778141,2001,11
11778454,2001,12
11778499,2000,2
11778886,2001,12
11778901,0,0
11778905,0,0
11779119,2002,1
11779181,2002,1
11779580,2002,1
11779977,0,0
11779983,0,0
11780058,0,0
1815969,1991,0
1816005,1991,5
1816052,1991,0
1816419,1991,0
1816434,1991,12
1816508,1991,12
1816574,1991,12
1816706,1991,0
1816741,1991,12
1816762,0,0
1816763,0,0
1816916,1991,12
1817345,0,0
1817389,1991,8
1817513,0,0
1817516,0,0
1817520,0,0
1817676,1991,0
1817952,0,0
1817960,0,0
1817961,1991,12
1817962,1991,12
1818050,1991,12
1818062,1991,12
1818072,1991,12
1818073,1991,12
1818086,1991,12
1818102,1991,0
1818146,0,0
1818179,0,0
1818191,0,0
1818203,0,0
1818244,0,0
1818252,0,0
1818279,1991,0
1818340,1991,12
1818589,1991,12
15971933,0,0
15972090,0,0
15972825,2005,9
15972890,2005,11
15973115,2005,7
15973593,2001,8
15973634,0,0
15973649,2005,0
15974081,2005,5
15974090,2005,5
15974122,2005,5
15974438,2005,5
15974441,2005,5
20166324,0,0
20166428,0,0
20166580,0,0
20166584,0,0
20166586,0,0
20166596,0,0
20166597,0,0
20166599,0,0
20166600,0,0
20166608,0,0
20166693,2010,3
20166697,2010,3
20166701,2010,3
20166703,2010,4
20166727,2010,6
20166736,2010,4
20166767,2010,2
20166936,2010,0
20167201,0,0
20167347,2010,3
20167482,2010,3
20167488,2010,3
20167658,2010,5
20167798,2010,3
20168275,0,0
36944385,0,0
36944973,2023,3
36945562,2023,3
38516723,2024,4
38517054,2024,6
38517313,2024,7
38517735,2024,4
38517737,2024,4
38517950,2024,4
38518253,2024,4
38518494,2024,4
31176153,2019,11
31176569,2019,7
31176744,2019,10
31177073,2019,9
31177074,2019,9
31177526,2019,8
31177620,2019,7
31177772,2019,7
31177803,2019,11
31177840,0,0
31177901,2020,3
31178042,0,0
31178051,0,0
31178121,2019,6
31178199,2019,8
31178720,2019,0
23311917,2013,10
23311976,2013,5
23312052,0,0
23312053,0,0
23312256,0,0
23312611,2013,2
23312946,2013,2
23313601,2013,3
23313796,2013,5
23314038,2013,3
23314042,2013,2
23314054,2013,2
23314102,2013,3
23314103,2013,2
23314320,2013,4
23314364,2013,1
23314482,2013,3
23314490,2013,4
32224874,2020,3
32225056,2020,3
32226941,0,0
32227018,2020,4
19117455,2009,1
19117465,2009,1
19117492,2009,1
19117560,2009,1
19117814,2009,1
19118000,2009,1
19118438,0,0
19118474,2009,2
19118584,2009,5
19118822,2009,2
19119686,0,0
19119848,2009,2
19119969,2009,1
19120026,2008,11
19120206,2008,12
39564771,2024,11
39565847,2024,11
39566522,2024,11
39566697,2025,1
8107617,1993,12
8108434,1994,2
8108811,0,0
8109732,1993,11
8109740,1993,11
8109923,1993,12
8110019,1994,1
8110027,0,0
8110030,0,0
18068895,2008,6
18068979,2008,2
18068983,2008,1
18069048,2008,3
18069052,2008,7
18069073,0,0
18069234,0,0
18069236,0,0
18069237,0,0
18069238,0,0
18069239,0,0
18069241,0,0
18069243,0,0
18069248,0,0
18069249,0,0
18069277,2007,12
18069646,2008,0
18069828,2008,1
18069829,2008,1
18070038,2008,5
18070048,2008,4
18070235,2008,4
18070326,0,0
18070386,2004,8
18070629,2008,2
18071268,2007,12
10728861,2000,1
10729362,2000,3
10729363,2000,3
10729373,2000,3
10729379,2000,4
10729747,0,0
10729770,0,0
10729771,0,0
10729900,1998,0
10730024,0,0
10730296,0,0
10730318,0,0
10730320,0,0
10730328,0,0
10730360,0,0
10730419,0,0
10730472,0,0
10730473,0,0
10730476,0,0
10730491,2000,3
10730795,2000,0
10731018,2000,2
10731047,2000,3
10731109,1999,6
2340210,0,0
2340349,0,0
2340362,1990,4
2340502,1990,6
2340523,1990,6
2340602,1990,2
2340772,1990,0
2340946,0,0
2341288,1990,0
2341291,1990,0
2341387,1990,5
2341522,1990,4
2341525,1990,3
2341641,1990,3
2341906,1990,5
2342052,1990,6
2342061,1990,6
2342064,1990,6
2342068,1990,6
2342072,1990,6
2342076,1990,6
2342077,1990,6
2342488,1990,3
2342499,1990,5
2342985,0,0
2342989,0,0
21215315,2011,4
21215333,2011,6
21215409,2011,2
21215618,2011,2
21215624,2011,2
21215643,2011,1
21215646,2011,1
21215650,2011,2
21215986,2011,4
21216051,2011,2
21216285,2011,3
21216595,2011,2
21216662,2011,2
21217201,0,0
11253255,0,0
11253267,0,0
11253403,0,0
11253483,0,0
11253487,0,0
11253695,0,0
11253700,0,0
11253709,0,0
11253924,2001,3
11253928,2001,3
11253929,2001,3
11253932,0,0
11253937,0,0
11253938,0,0
11254030,1999,0
11254036,1999,0
11254189,2001,3
11254265,2000,5
11254322,2001,4
11254331,2001,4
11254332,2001,4
11254388,2001,3
11254986,2001,1
11255642,0,0
11255643,0,0
11255644,0,0
11255645,0,0
11255685,0,0
4962057,1967,4
4962162,1967,4
8631810,1996,3
8631884,1996,5
8631955,1996,2
8632218,1996,2
8632334,1996,2
8632408,1996,2
8632411,1996,2
8632412,1996,2
8632413,1996,2
8632414,1996,2
8632415,1996,2
8632417,1996,2
8632433,1996,3
8632435,1996,3
8632436,1996,3
8632437,1996,3
8632439,1996,3
8632649,1996,5
8632751,1996,2
8632770,1996,2
8632935,1996,4
8633050,1996,4
8633585,1996,5
8633763,1995,11
8633767,1995,11
8633770,1995,12
8633778,1995,12
8633861,1996,5
8634076,1995,12
8634081,1995,12
8634182,1996,1
8634235,1996,5
8634237,1996,5
8634243,1996,5
8634261,1996,2
8634279,1996,2
8634355,1995,10
1291757,1992,12
1291899,0,0
1291925,1992,11
1292175,0,0
1292510,1992,12
1292959,0,0
1293050,0,0
1293308,1992,0
1293313,1992,0
1293320,1992,11
1293329,1992,11
1293398,0,0
1293402,0,0
1293407,0,0
1293544,0,0
1293613,1992,12
1293920,1992,0
1293921,1992,0
1294019,1992,0
1294167,1992,12
1294320,1992,12
1294322,1992,12
1294345,1992,0
34321774,0,0
34322094,2021,0
34322511,2021,0
34323311,2021,10
34323355,2021,8
34323681,0,0
34323721,2021,10
34324404,2021,7
24884590,2014,6
24884962,2014,6
24885528,2014,6
24885761,2014,6
24886215,2014,5
24886222,2014,5
28030841,2017,2
28031152,2017,2
28031203,2017,3
28031235,2017,1
28032120,0,0
28032317,2017,3
28032606,2017,2
6534730,1984,0
6534895,1984,0
6535160,0,0
6536604,1984,0
6536647,0,0
6536678,1984,10
34846127,2021,12
34846269,2021,0
34846697,2022,1
34846752,2022,2
34846852,2021,12
34846947,2022,10
34846990,2022,2
34847208,2021,12
34847212,2021,12
34847783,2023,1
34848092,2022,5
34848224,2022,3
7238854,1981,5
29603441,2018,6
29604496,2018,6
29605644,2018,8
29605677,2018,6
35894999,0,0
35895012,0,0
35895051,0,0
35895127,0,0
35895286,2022,9
35895288,2022,8
35895534,2022,6
35896459,0,0
35897233,2019,0
30653146,2019,1
30653252,2019,3
30653293,2019,3
30653738,2019,3
30653875,2016,7
30654236,2019,3
30654279,2019,4
33276087,0,0
33276572,2020,12
33276950,2021,1
33277002,2021,2
33277209,2021,4
33277360,0,0
33277796,2021,4
33277839,0,0
33278557,2021,2
33278593,2021,2
37470508,0,0
37471120,2023,8
37471708,2023,8
32751716,2020,7
32752506,2020,7
32752885,2020,8
22265948,2012,4
22266328,2012,4
22266428,2012,4
22266544,2012,3
22266726,2012,3
22266767,2012,3
22266779,2012,4
22266847,2012,5
22267451,0,0
22267658,2012,4
22267672,2012,4
22267879,2012,2
22268161,0,0
22268393,2012,1
22268601,0,0
18596310,0,0
18596346,2008,0
18596660,2008,6
18596920,2008,8
18597009,2008,4
18597106,2009,2
18597250,2008,0
18597345,1991,1
18597362,1991,2
18597424,2008,8
18597450,2008,8
18597458,2008,7
18597499,2008,7
18597532,2008,8
18597702,0,0
18598035,2008,8
18598043,2008,8
18598048,2008,8
18598076,2008,7
18598078,2008,8
18598081,2008,8
18598087,2008,8
18598288,0,0
18598407,0,0
3391742,1988,4
3391743,1988,4
3391939,0,0
3391945,0,0
3391951,0,0
3391955,0,0
3391956,0,0
3391958,0,0
3391959,0,0
3391971,0,0
3392009,1988,7
3392129,1988,4
3392138,1988,4
3392142,1988,4
3392143,1988,4
3392370,1988,7
3392466,1988,4
3392467,1988,4
3392663,1988,7
3393140,1988,7
3393160,0,0
3393234,1988,3
3393269,1988,5
3393592,1988,2
3393595,1988,2
3394271,1988,0
3394332,1988,4
36421966,2022,11
36421973,2022,11
36422029,2022,11
9683644,1998,8
3915883,1985,0
3916206,1985,0
3916620,1985,0
3916910,1985,0
3917128,1985,1
3917289,1985,1
3917470,1985,2
3917509,1985,1
3917666,1985,1
3917669,1985,1
3917682,1985,1
3917911,1985,0
3917923,1985,1
3918539,1985,2
3918572,1985,2
27508916,2016,8
27509857,2016,8
27510727,2016,8
27510801,2016,10
27510952,2016,10
27511305,2017,5
27511307,2016,9
16498836,0,0
16498998,2005,11
16499018,2005,12
16499102,0,0
16499282,2006,2
16499317,2006,2
16499334,2006,2
16499335,2006,2
16499353,2006,3
16499380,2006,3
16499398,2006,3
16499402,2006,3
16499623,2006,3
16500687,2006,8
16500985,2006,5
16501005,2006,5
16501067,2006,6
16501068,2006,6
17547389,2007,7
17547391,2007,7
17547392,2007,7
17547420,2007,6
17547451,2007,6
17547463,0,0
17547476,2007,0
17547923,2007,8
17547933,2007,8
17548046,2007,9
17548091,2007,7
17548096,2007,6
17548194,2007,7
17548196,2007,8
17548198,2007,8
17548373,2007,7
17548498,2007,8
17549349,2007,7
39043327,0,0
39044441,0,0
39044554,2024,8
39045806,2024,8
39045902,2024,11
21741655,2011,10
21741836,2011,8
21741847,2011,8
21742118,2011,8
21742594,0,0
21743453,2011,7
21743830,2011,6
21744078,2011,12
21744276,2011,9
21744330,2011,0
21744513,0,0
9684346,0,0
9684936,1998,4
9685048,0,0
9685201,0,0
9685238,1998,7
9685241,1998,7
9685244,1998,7
9685477,1998,8
9685492,1998,8
9685696,1998,5
9685726,1998,8
9685742,1998,8
9685888,1998,1
9685912,1998,2
24363304,2014,2
24363363,2014,3
24363413,2014,4
24363464,2014,0
24363813,2013,0
24363889,2012,2
24363890,2014,1
24363993,2013,0
24364221,0,0
24364386,2014,2
24364441,2013,0
24364605,2013,11
24364678,2014,1
24364732,2014,1
24364742,2000,3
31703389,2019,11
31703532,2020,0
31704119,2020,2
31704481,2019,12
31705351,2020,2
31705363,2020,11
31705438,2020,2
31705588,2020,3
31705973,2019,12
31706004,2020,2
30130456,0,0
30130558,2018,12
30131138,2018,10
30131167,0,0
30132326,2018,9
30132373,2018,12
30132883,2018,12
30133003,2018,12
26985308,2016,3
26985313,2016,3
26985318,2016,3
26985325,2016,3
26986105,2016,3
26986548,0,0
26986569,2016,0
26986827,2016,0
26987046,2016,12
12829255,2003,6
12829259,2003,6
12829288,2003,6
12829301,2003,6
12829728,2003,9
12829782,2003,6
12830213,1978,0
12830226,1978,0
12830241,1978,0
12830715,2003,3
12830817,0,0
12830882,2003,5
12830911,2003,5
12830940,2003,0
12830942,2003,0
12831114,2003,7
12831129,2003,6
12831199,2002,3
12831371,2003,7
12831515,2003,5
5488915,1970,9
5489777,1970,12
7586053,1995,10
7586057,1995,7
7586071,1995,9
7586072,1995,9
7586078,1995,9
7586094,1995,8
7586153,1995,10
7586158,1995,10
7586162,1995,10
7586169,1995,10
7586519,1995,10
7586944,1995,11
7586997,0,0
7587306,1995,7
7587808,1995,11
7587943,1995,6
7587949,1995,6
7587955,1995,7
7587966,1995,7
7588254,1995,11
7588320,1995,12
7588404,0,0
7588418,0,0
7588425,1995,8
7588523,1995,4
7588536,1995,4
7588757,1995,10
19644517,2009,8
19644587,2002,0
19644998,2009,9
19645047,0,0
19645216,0,0
19645238,2009,4
19645264,2009,7
19645326,0,0
19645335,0,0
19645442,2009,10
19645476,2009,9
19645499,0,0
19646025,2009,6
19646458,2009,11
19646732,2009,10
19646866,2009,9
19647113,2009,0
19647170,2009,8
19647171,2009,8
19647236,2010,9
19647352,2009,11
29081964,2017,6
29082692,2017,5
29083057,2018,1
29083063,2018,2
29083164,2017,11
29083228,0,0
29083341,2017,10
29083894,2017,11
29083895,2017,11
13878482,1961,12
15450204,2004,8
15450435,2004,10
15451042,0,0
15451046,0,0
15451083,2004,10
15451315,2004,9
15451317,2004,9
15451323,2004,9
15451329,2004,10
15451638,2005,4
15452108,2004,12
15452847,2004,11
23839180,2013,6
23839567,2013,9
23839923,2013,8
23839937,0,0
23840012,2013,10
23841334,2013,0
23841568,2013,8
23841574,2013,11
14927792,1952,3
14927793,1952,3
22790368,2012,0
22790719,2013,2
22790846,2012,6
22791142,2012,8
22791243,2012,9
22791244,2012,8
22791253,2012,7
22791261,2012,7
22791585,2012,8
22791920,2011,6
22792007,2012,0
22792051,2012,0
22792716,0,0
22792729,0,0
22792732,2012,0
22792787,2012,4
22792793,2012,4
22792795,2012,4
22792800,2012,4
10207314,0,0
10207316,0,0
10207535,1999,2
10207980,0,0
10208856,1999,4
10209010,1999,4
10209214,1999,4
10209274,1999,4
10209293,1999,4
10209573,0,0
10209575,0,0
10209576,0,0
10209577,0,0
10209578,0,0
10209579,0,0
10209581,0,0
10209582,0,0
10209583,0,0
10209684,0,0
10209689,0,0
10209691,0,0
10210036,1999,4
10210094,0,0
10210095,0,0
7061669,1982,2
7062030,1982,4
7062257,1982,2
7062266,1982,3
7062285,1982,4
7063162,1982,0
7063276,1982,3
7063571,1982,3
7064098,1982,4
2867526,0,0
2867559,1985,0
2867616,1985,0
2867622,1985,12
2867670,1985,10
2867794,0,0
2867845,0,0
2867864,0,0
2867866,0,0
2867868,0,0
2867870,0,0
2867933,1985,11
2868026,1985,12
2868027,1985,11
2868106,1985,12
2868416,1985,11
2868561,1985,0
2868745,1985,12
2868857,0,0
2868865,0,0
2868870,0,0
2868872,0,0
2868917,0,0
2868920,1985,12
2869112,1986,2
2869179,1986,3
2869187,0,0
2869412,1985,12
2869439,1986,1
2869507,1985,11
2869694,1986,3
2869795,0,0
2869799,1986,3
2869834,1986,2
2869879,1986,0
2870047,1986,2
2870154,1986,2
24365492,2014,2
26460466,2015,5
26461320,2014,10
26462052,2015,11
26462166,2016,1
26462695,2014,6
26463062,2014,12
26463129,2015,11
33800407,2021,3
33800647,2021,3
33801036,2021,3
33801115,2021,3
33801402,2021,3
33801688,2021,3
33801929,2021,3
33802034,2021,3
33802075,2021,3
33802409,2021,3
33802592,2021,3
33802779,2021,3
33802884,2021,3
33802888,2021,3
25936042,2014,8
25936052,2014,8
25936273,2015,6
25936818,2015,12
25937013,2015,6
25937299,2015,8
25937625,2015,9
25937630,2015,11
25937631,2015,7
25937857,0,0
25938030,2015,0
25938169,2015,6
25938800,2015,5
25938813,2015,8
6015872,1967,2
25412017,2014,12
25412447,2015,2
25412763,2015,1
25412766,2015,3
25413005,2015,2
25413041,2015,5
25413065,2014,11
25413478,2015,1
25413598,2014,11
14402213,1960,0
14402697,1959,11
770168,1976,3
770405,1976,3
770416,1976,4
770474,1976,5
772141,1976,1
772653,1975,12
772759,1976,2
772973,1975,0
28557987,2017,0
28558113,2017,7
28558126,2017,8
28558253,2017,8
28558710,2017,5
28559298,2017,8
28559820,0,0
20694203,2010,10
20694223,2010,10
20694528,2010,9
20694727,2011,6
20695429,2010,9
20695431,2010,10
20695469,2010,9
20695497,2010,9
20695522,2010,8
20695595,2010,8
37994594,2023,12
37994790,2023,12
37994870,0,0
37995041,2024,3
37995210,2023,12
37995401,2024,2
37995682,2023,12
37995893,2024,1
37996994,2024,2
37997165,2023,12
37997359,2023,12
9158865,1997,4
9158873,1997,4
9158875,1997,4
9159518,1997,4
9159948,1997,5
9160254,1997,4
9160335,0,0
9160339,0,0
9160349,1997,4
9160758,1997,5
9160798,0,0
9161572,1997,0
17023121,0,0
17023167,0,0
17023168,0,0
17024281,2006,10
17024287,2006,10
17024292,2006,10
17024474,2006,11
17024590,2006,10
17024843,2006,9
17024844,2006,9
17024849,2006,9
17024941,0,0
17024946,0,0
17025057,2006,6
17025170,0,0
17025183,0,0
17025185,0,0
17025238,2006,7
17025294,2006,10
17025307,2006,10
17025308,2006,10
17025314,2006,10
17025320,2006,10
17025321,2006,10
17025345,2006,10
17025349,2006,10
11780665,2001,12
11780835,2001,12
11780917,0,0
11780927,0,0
11780930,0,0
11780957,0,0
11780962,0,0
11781252,2002,1
11781460,2002,1
11781474,2002,1
11781484,2002,1
11781485,2002,1
11781486,2002,1
11781489,2002,1
11781492,2002,1
11781495,2002,1
11782142,2002,1
11782161,2002,1
11782178,2002,1
11782179,2002,1
11782184,2002,1
11782188,2002,1
11782196,2002,1
11782199,2002,1
11782353,2002,1
11782466,2002,3
11782585,2002,1
11782647,2002,1
11782666,2002,1
11782815,0,0
11782819,0,0
11782820,0,0
11782859,2001,12
11782880,2002,1
1818809,1991,11
1818834,0,0
1818836,0,0
1819548,1991,0
1819586,1991,12
1819589,1991,12
1819590,1991,12
1819591,1991,12
1819689,1991,12
1819690,1991,12
1819755,1991,12
1819780,1991,12
1819857,0,0
1819919,1991,0
1819991,0,0
1820102,0,0
1820103,0,0
1820177,1991,0
1820202,1991,9
1820340,1991,0
1820725,0,0
1820840,1991,12
1820866,1991,0
1820868,1991,0
1820879,1991,0
1820892,1991,0
1820899,1991,0
1821044,0,0
1821083,1991,0
1821145,1991,0
1821169,0,0
1821195,0,0
1821330,1991,11
15974577,2005,6
15974606,2005,6
15974608,2005,6
15974619,2005,6
15974629,2005,6
15974657,2005,6
15974703,2005,6
15974743,2005,6
15974991,2005,0
15975243,0,0
15975246,0,0
15975247,0,0
15975251,0,0
15975252,0,0
15975510,2005,6
15975513,2005,6
15975568,2005,8
15975610,2005,7
15975623,2005,8
15975702,2005,11
15975764,0,0
15975773,2005,7
15975958,2005,11
15976248,2005,7
15976507,0,0
15976560,0,0
15976689,2005,6
15976856,2005,7
15977117,0,0
15977230,2005,8
15977277,2005,8
15977282,2005,8
20168980,2009,0
20169174,2009,0
20169675,2009,12
20170098,2010,3
20171155,0,0
20171196,2010,4
20171424,2010,1
20171570,0,0
20171578,2010,1
36946404,2023,0
36946688,2023,3
36946919,2023,4
36947734,2023,5
36948138,2023,6
36948506,2023,3
38518927,2024,7
38519512,2024,3
38521070,2024,5
38521283,0,0
38521376,2024,4
38521540,2024,7
31179771,2019,12
31180358,2019,5
31180415,2019,11
31180665,2019,7
31180671,2019,7
31181107,2019,0
31181480,2019,9
31181524,2019,10
31181525,2019,10
23314706,2013,5
23314893,2013,2
23315430,2002,11
23315949,2013,8
23316098,2012,11
23316681,2013,1
23316798,2013,4
23317157,2013,2
23317291,2013,2
32227503,2020,9
32227703,0,0
32227841,2020,4
32227858,2020,4
32227902,2020,4
32230231,2020,2
4441371,1974,7
4441376,1974,8
4441796,1974,5
4441797,1974,5
4441798,1974,5
19121294,2009,6
19121884,2009,4
19121946,2009,2
19122322,2009,1
19122328,2009,1
19122338,2008,0
19122394,2008,12
19122848,0,0
19122869,0,0
19122901,2009,1
19123091,2009,2
39567689,2024,12
39568150,2024,11
39568276,2024,11
39569108,2024,11
39569395,0,0
39569719,0,0
39570157,2024,0
8110181,1994,2
8110203,1994,2
8110531,1993,12
8110655,1993,12
8110736,1994,2
8110796,1994,2
8110837,1994,3
8111231,1993,11
8111293,0,0
8111807,0,0
8111831,1994,1
8111932,1993,12
8112045,0,0
8112199,1993,0
8112202,1993,0
8112325,1994,2
8112347,1994,2
8112349,1994,2
8112374,1993,0
8112388,1993,12
8112406,1993,12
8112480,0,0
8112483,0,0
8112528,1993,11
8112700,1993,12
8112878,1993,12
18071676,2008,6
18072099,2005,12
18072186,2008,1
18072242,2008,1
18072243,2008,1
18072302,1984,7
18072735,2008,1
18072771,2008,1
18072979,2007,12
18073406,2008,3
18073617,2007,9
18073905,1999,7
18074154,2008,8
18074202,2008,6
18074231,2008,9
18074265,2007,8
18074335,2008,2
246033,1978,3
246640,1978,2
246777,1978,0
248062,1978,6
10731632,0,0
10731633,0,0
10731634,0,0
10731635,0,0
10731638,0,0
10731640,0,0
10731641,0,0
10731690,2000,2
10731713,2000,3
10731719,2000,3
10731727,2000,3
10731863,0,0
10732314,0,0
10732317,0,0
10732322,0,0
10732361,0,0
10732362,0,0
10732448,2000,3
10732598,0,0
10732949,2000,3
10732965,2000,3
10732966,2000,3
10732972,2000,3
10732974,2000,3
10732976,2000,3
10732982,2000,3
10732984,2000,3
10732999,2000,4
10733150,0,0
10733152,0,0
10733154,0,0
10733280,0,0
10733557,2000,4
10733602,2000,1
10733743,0,0
10733746,0,0
10733750,0,0
10733869,2000,2
10733893,2000,4
10733917,2000,4
10733934,2000,4
10734152,2000,4
10734180,2000,4
10734197,2000,4
10734243,0,0
10734331,0,0
10734340,0,0
2342992,0,0
2343431,0,0
2343610,0,0
2343874,1990,0
2344045,1990,2
2344076,1990,0
2344229,0,0
2344252,1990,3
2344259,1990,3
2344383,1990,2
2344395,1990,4
2344396,1990,4
2344442,1990,5
2344840,0,0
2344999,0,0
2345143,1990,6
2345157,1990,6
2345166,1990,6
2345497,1990,4
2345551,1990,6
2345678,1990,5
2345721,1990,3
2345776,1990,0
2345812,0,0
21217882,2010,9
21218104,2008,9
21218129,2010,12
21218160,2010,11
21218785,2011,2
21218789,2011,2
21218796,2011,2
21218808,2011,2
21218817,2011,2
21218825,2011,2
21219457,2011,1
21219472,2011,3
21219693,2011,2
21219704,2011,1
21220066,0,0
21220125,2011,1
21220128,2011,1
11255956,0,0
11255961,0,0
11255965,0,0
11256108,0,0
11256277,2001,2
11256854,0,0
11256860,0,0
11256945,2001,4
11257025,2001,4
11257028,2001,4
11257038,2001,4
11257243,2001,1
11257321,0,0
11257322,0,0
11257327,0,0
11257485,0,0
11257560,2001,3
11257600,2001,5
11257605,2001,5
11257720,0,0
11257722,0,0
11257725,0,0
11257736,0,0
11257787,2000,9
11257865,2001,1
11258041,2001,2
11258123,2001,2
11258522,2001,5
11258661,2001,1
4964831,1967,10
4965364,1967,12
4965618,1967,9
4965980,1968,1
4966543,1968,2
4966825,1968,3
4966828,1968,3
8634548,0,0
8634768,1996,1
8634811,1996,5
8635140,1996,3
8635940,1996,5
8637192,1995,11
1294626,1992,0
1294682,1992,0
1294699,1992,12
1294792,0,0
1294797,0,0
1295122,0,0
1295442,0,0
1295444,0,0
1295454,0,0
1295455,0,0
1295464,0,0
1295474,0,0
1295525,1992,11
1295570,0,0
1295894,1992,12
1295930,0,0
1296165,1992,11
1296183,0,0
1296212,1992,0
1296293,1992,11
1296432,0,0
1296452,0,0
1296492,1992,0
1296814,0,0
1296891,0,0
1297032,1992,0
1297043,0,0
1297107,0,0
1297112,0,0
1297114,0,0
1297174,0,0
34324726,2021,11
34324969,2022,1
34325310,2021,8
34325311,2021,8
34325466,2021,11
34325596,2021,12
34327040,2020,11
24887962,2014,11
24888967,0,0
24889032,2014,8
24889698,2014,7
24889814,2014,8
28034314,2017,1
28034716,2017,2
28035003,2017,3
28035095,2017,1
28035099,2017,1
28035100,2017,1
28035102,2017,1
28035114,0,0
28035643,2017,1
28035794,2017,3
28035825,2017,1
28035837,2017,1
6537347,0,0
6537350,0,0
6537351,0,0
6537354,0,0
6537356,0,0
6537357,0,0
6537686,0,0
6537691,0,0
6537830,1984,1
6537919,1984,1
6537927,1984,1
6538085,1984,1
6538143,1984,2
6538164,1984,2
6538394,0,0
6538416,1984,0
6538419,1984,0
6538423,1984,0
6538424,1984,0
6538427,1984,0
6538511,0,0
6538565,1984,2
6538574,1984,1
6538575,1984,1
6538780,1984,1
6538876,1984,4
6539110,1984,0
6539111,1984,0
6539136,1984,5
6539197,1984,6
6539214,1984,3
6539276,1984,4
6539398,1984,4
6539512,1984,4
6539599,1984,6
6539608,1984,0
6539729,1984,6
6539732,1984,6
6539816,1984,2
6540090,1984,0
6540104,1984,0
6540106,1984,0
6540110,1984,0
6540141,1984,9
6540166,1984,9
34849053,2021,0
34849402,2021,11
34849452,2021,11
34850400,2022,1
34851543,2022,1
34851654,2021,12
29606369,2018,5
29606576,2018,6
29606759,2018,4
29606888,2018,0
29607426,2018,0
29607644,2018,4
29607901,2018,0
29608070,2018,4
29608264,2018,5
35897876,2022,7
35897896,2022,7
35897931,2022,7
35897941,2022,7
35897961,2022,7
35898812,2022,12
35899233,2022,0
35899398,2023,3
35899611,2022,8
35899678,2022,11
30654731,2019,6
30655756,2019,1
33278975,2021,2
33279084,2021,4
33279369,0,0
33279444,0,0
33279677,2021,3
33279695,2021,3
33280830,2021,1
37473690,2023,11
37473705,2023,9
37473878,2023,9
37475559,2024,0
37475660,2023,8
37475714,2023,0
37475958,2023,0
32755251,0,0
32755252,0,0
32755677,2020,10
32755678,2020,10
32755967,2020,11
32756034,2020,8
32756037,2020,8
32756041,2020,8
32756420,2020,8
32756663,2020,8
32757064,2020,10
22269080,0,0
22269146,2012,4
22269830,2012,1
22269860,2012,6
22270645,2012,1
22270741,0,0
22270748,0,0
22270843,2012,3
22271153,2012,3
22271304,2012,3
13356139,1956,0
13356183,1956,9
13357736,1956,9
13357741,1956,9
18598837,0,0
18599159,2009,2
18599160,2009,2
18599562,2008,11
18599566,2008,11
18599651,2008,9
18599885,0,0
18599974,2008,7
18599976,2008,7
18599977,2008,7
18600055,2008,6
18600266,2008,7
18600315,2008,9
18600520,2008,6
18600563,2008,7
18600641,1991,3
18600669,1991,4
18600703,1991,6
18600704,1991,6
18600832,2008,8
18600863,1991,11
18600877,1991,11
18600932,1992,1
18600933,1992,1
18600968,1992,2
18601006,1992,3
18601061,1992,6
18601093,1992,12
18601179,1992,10
18601219,1992,11
18601223,1992,11
18601280,1993,4
3394585,1988,4
3395122,1988,7
3395164,0,0
3395167,0,0
3395248,1988,4
3395352,1988,7
3395573,1988,6
3395614,1988,7
3395625,1988,7
3395669,0,0
3395671,0,0
3396003,1988,8
3396012,1988,8
3396015,1988,8
3396472,1988,0
3396624,1988,4
3396797,1988,5
36424617,2022,11
36424628,2022,11
36424792,2023,0
36425163,2022,11
36425416,2022,11
36425687,2022,11
36425717,2022,11
36426147,2022,0
3918802,1985,2
3918814,1985,1
3918889,1985,3
3918942,1985,0
3919013,1985,3
3919025,1985,3
3919285,0,0
3919289,0,0
3919738,1985,3
3920060,1985,1
3920196,0,0
3920219,1985,4
3920349,1985,4
3920382,1985,1
3920474,1985,4
3920843,0,0
3921036,1985,0
3921056,1985,4
3921077,0,0
3921272,1985,4
3921345,1985,5
3921365,1985,2
10470142,0,0
11512277,2001,7
27512093,2016,10
27512117,2016,10
27512614,0,0
27512628,2016,0
16501854,2006,1
16501954,2006,3
16501955,2006,4
16502393,0,0
16502473,2006,4
16503388,2006,5
16503409,0,0
16503413,2006,11
16503612,2006,3
16503618,2006,3
16504432,2006,7
17550259,2007,7
17550262,2007,7
17550280,2007,6
17550283,2007,6
17550659,2007,0
17550978,2007,9
17551030,2007,6
17551192,2007,6
17551196,2007,6
17551206,2007,6
17551208,2007,5
17551622,2007,6
17551635,2007,6
17551641,2007,6
17551752,2007,7
17551979,2007,8
17552491,0,0
17552492,0,0
17552506,2007,6
17552508,2007,6
39046052,2024,0
39046401,0,0
39046795,2024,8
39046815,2024,8
39047223,2024,11
39047225,2024,8
39048208,2024,10
39048511,2025,1
21744775,2011,8
21744791,2011,9
21744805,2011,9
21744853,2011,8
21744867,2011,8
21744899,2011,7
21745015,2011,7
21745677,2011,10
21746901,2011,7
21746939,2011,9
21746969,2011,10
9686882,1998,6
9686892,1998,6
9687396,1998,8
9687408,1998,8
9687433,1998,8
9687435,1998,8
9687439,1998,8
9687441,1998,8
